account_length,number_vmail_messages,day_minutes,day_calls,day_charge,eve_minutes,eve_calls,eve_charge,night_minutes,night_calls,night_charge,intl_minutes,intl_calls,intl_charge,customer_service_calls,total_minutes_domestic,total_minutes_all,total_charge_domestic,total_charge_all,total_calls_domestic,total_calls_all,customer_satisfaction,state_AK,state_AL,state_AR,state_AZ,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NV,state_NY,state_OH,state_OK,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UT,state_VA,state_VT,state_WA,state_WI,state_WV,state_WY,area_code_408,area_code_415,area_code_510,international_plan_0,international_plan_1,voice_mail_plan_0,voice_mail_plan_1
3.601381662065445,-0.584935532922293,-1.5476529221334174,-0.4296567932454234,-1.5471696718785761,-0.7299871432508589,-1.8408912088049738,-0.7310867255679412,1.2558035395167784,0.9256335994458792,1.2561970055715397,-1.3007906138024043,0.6348485573724065,-1.3041322567682163,0.31897761002330555,-0.6408102640861001,-0.6816942290371069,-1.3976452876235104,-1.4910627138642305,-0.8046085276892372,-0.7560851484663396,0.4258540104333769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.18495105432263856,-0.584935532922293,-1.244013720966101,0.22417614376006004,-1.2440711336185915,-0.1380816735819312,0.4998636849042407,-0.13917919779513455,0.16508986969232622,-0.35370363388816944,0.16484091129005427,-2.1947932578306815,-0.1843703458003117,-2.1915246385654723,1.8135194524172118,-0.7390032877577776,-0.8078376105069525,-1.1234116769629712,-1.2812128668493825,0.22250679625027614,0.20845952979727034,1.6715723895168355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.6501764275700475,-0.584935532922293,0.7876085704806696,-1.133784571559021,0.7877715675028054,2.4919516299803375,0.549666980515075,2.493068396300405,0.1473386526427419,0.20920474877881196,0.14730908648231916,-0.5498283928186517,1.8636769121314838,-0.5491864991198043,-0.42829331117364755,1.9702315017289729,1.9539210245054301,1.7598766700868256,1.7189691925272843,-0.21768548543808672,-0.08382673634321752,-0.42427684914142755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.0200785362153246,-0.584935532922293,-0.9698183211241003,-0.12788774539673875,-0.9701999544051053,-0.40838517139740793,-1.890694504415808,-0.4084390927819799,-1.178085553726213,1.4373684927794985,-1.1763436865016508,-0.800149133146569,-1.0035892489730298,-0.8008350850026082,-0.42829331117364755,-1.4854934336254206,-1.511114870029104,-1.285458810535107,-1.3425388495386525,-0.36441624600087436,-0.43457025571180297,-0.39407803621987364,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.37180060027248546,-0.584935532922293,0.6753540779279043,-0.22847742801296697,0.6751921104348113,1.294329563016874,-1.1436450702532928,1.2953261048071965,0.26568009963997,0.5162456847789836,0.265648903934529,-2.0517528347861567,-0.5939797973866708,-2.0458333520017438,-1.1755642323706006,1.2918069745428347,1.228317502776227,1.191273414416547,1.0424669459862677,-0.511147006563662,-0.5514847621679981,-1.1540814947456441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.574255747397985,-0.584935532922293,-0.7434690984357375,1.984495589544054,-0.7439585454896168,-0.18346109292321533,0.6492735717367437,-0.1832821116291871,1.6956392508564766,1.2838480247794128,1.6944926257649071,0.5587348857764124,-0.5939797973866708,0.5633651437304867,1.0662485312202588,0.40472227205438044,0.42233943710163446,-0.36399552436455423,-0.32299438732952707,2.276737444129303,2.2252347661666367,0.5813594735415482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.2984543635128865,0.8808395688455734,1.09492824681365,0.22417614376006004,1.0952000848807895,0.16576313418145175,0.549666980515075,0.16489878706069908,1.3346978375149305,1.5397154714462225,1.3350902172063457,1.0951364721933785,-0.5939797973866708,1.0931516403258634,2.560790373614165,1.5127412778041096,1.5475830523370753,1.3303079373038837,1.408506405162853,1.337660576527462,1.2899187145170754,2.0035259976966686,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5236419606166102,2.0534596502598665,0.19689230639152713,0.7271245568412011,0.19672941789583545,1.1029467944905877,-1.0938417746424585,1.1026660075321257,0.28343131668955435,2.3073178114466515,0.2831807287422633,-2.3020735751140746,-0.1843703458003117,-2.2974819378845477,-0.42829331117364755,0.9034981991139269,0.8320263486010466,0.6917079908006687,0.5250289670455451,1.1028913596270018,1.085318328218734,-0.5096341176331489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.37180060027248546,1.760304629906293,-2.0003513675101434,3.1412769396306786,-2.000734984489053,-0.6707965962839662,1.0476999366234185,-0.6707353697950277,0.875138551675695,0.2603782381121739,0.8748798160033094,0.3084141454484944,0.2252391057860474,0.3117165578476829,1.0662485312202588,-1.0971846581965121,-1.0880322012054604,-1.8578975013195203,-1.8341049295323386,2.5995451173674358,2.6052069121492707,0.5240987309330878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.03310969397851383,1.24728334428754,-0.7765933749267172,-0.02729806278051052,-0.7764333888746152,-0.4734947730609902,-0.8448252965882868,-0.47343286053742556,-0.24318812244811114,-0.35370363388816944,-0.24277401548977745,-0.013426806401685464,0.6348485573724065,-0.019400002524427643,0.31897761002330555,-0.8762503549352367,-0.8770490233488154,-0.9364342151489667,-0.937212432701754,-0.7165700713515647,-0.6683992686241933,0.4090461859101959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
